Country,Subset,ShortenedQuestion,ShortName,Answer,Percentage
Belgium,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,45
Belgium,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,36
Belgium,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,4
Belgium,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,60
Belgium,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,54
Belgium,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,9
Belgium,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,36
Belgium,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,42
Belgium,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,19
Belgium,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,39
Bulgaria,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,22
Bulgaria,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,32
Bulgaria,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,46
Bulgaria,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,35
Bulgaria,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,20
Bulgaria,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,45
Bulgaria,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,29
Bulgaria,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,24
Bulgaria,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,46
Bulgaria,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,33
Bulgaria,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,17
Bulgaria,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,50
Bulgaria,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,39
Bulgaria,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,26
Bulgaria,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,35
Cyprus,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,15
Cyprus,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,20
Cyprus,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,66
Cyprus,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,27
Cyprus,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,29
Cyprus,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,44
Cyprus,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,:
Cyprus,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,:
Cyprus,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,:
Cyprus,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,:
Cyprus,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,:
Cyprus,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,:
Cyprus,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,20
Cyprus,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,24
Cyprus,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,56
Czech Republic,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,27
Czech Republic,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,12
Czech Republic,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,61
Czech Republic,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,40
Czech Republic,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,9
Czech Republic,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,51
Czech Republic,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,32
Czech Republic,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,12
Czech Republic,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,56
Czech Republic,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,41
Czech Republic,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,14
Czech Republic,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,45
Czech Republic,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,43
Czech Republic,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,14
Czech Republic,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,43
Germany,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,44
Germany,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,13
Germany,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,43
Germany,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,49
Germany,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,15
Germany,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,36
Germany,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,42
Germany,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,14
Germany,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,44
Germany,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,46
Germany,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,19
Germany,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,34
Germany,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,48
Germany,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,19
Germany,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,33
Denmark,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,41
Denmark,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,10
Denmark,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,50
Denmark,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,51
Denmark,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,9
Denmark,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,41
Denmark,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,36
Denmark,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,10
Denmark,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,54
Denmark,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,57
Denmark,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,10
Denmark,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,32
Denmark,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,40
Denmark,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,31
Denmark,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,29
Estonia,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,31
Estonia,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,30
Estonia,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,38
Estonia,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,48
Estonia,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,17
Estonia,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,35
Estonia,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,36
Estonia,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,10
Estonia,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,54
Estonia,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,50
Estonia,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,15
Estonia,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,35
Estonia,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,25
Estonia,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,33
Estonia,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,42
Greece,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,20
Greece,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,25
Greece,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,55
Greece,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,26
Greece,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,21
Greece,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,53
Greece,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,21
Greece,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,18
Greece,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,61
Greece,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,25
Greece,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,19
Greece,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,56
Greece,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,17
Greece,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,30
Greece,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,54
Spain,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,40
Spain,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,20
Spain,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,41
Spain,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,44
Spain,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,17
Spain,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,39
Spain,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,33
Spain,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,19
Spain,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,47
Spain,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,43
Spain,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,26
Spain,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,31
Spain,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,46
Spain,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,27
Spain,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,27
Finland,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,54
Finland,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,4
Finland,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,42
Finland,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,61
Finland,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,4
Finland,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,35
Finland,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,50
Finland,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,4
Finland,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,45
Finland,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,64
Finland,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,3
Finland,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,33
Finland,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,46
Finland,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,18
Finland,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,36
France,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,38
France,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,13
France,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,49
France,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,47
France,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,11
France,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,42
France,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,40
France,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,9
France,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,51
France,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,50
France,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,13
France,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,37
France,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,36
France,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,33
France,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,31
Croatia,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,34
Croatia,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,14
Croatia,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,51
Croatia,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,44
Croatia,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,10
Croatia,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,46
Croatia,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,41
Croatia,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,9
Croatia,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,50
Croatia,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,51
Croatia,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,3
Croatia,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,46
Croatia,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,39
Croatia,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,19
Croatia,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,43
Hungary,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,24
Hungary,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,23
Hungary,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,52
Hungary,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,32
Hungary,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,22
Hungary,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,45
Hungary,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,21
Hungary,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,19
Hungary,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,60
Hungary,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,33
Hungary,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,17
Hungary,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,50
Hungary,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,31
Hungary,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,19
Hungary,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,50
Ireland,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,41
Ireland,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,14
Ireland,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,45
Ireland,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,48
Ireland,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,9
Ireland,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,43
Ireland,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,33
Ireland,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,14
Ireland,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,53
Ireland,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,52
Ireland,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,7
Ireland,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,41
Ireland,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,35
Ireland,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,25
Ireland,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,40
Italy,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,21
Italy,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,39
Italy,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,40
Italy,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,24
Italy,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,38
Italy,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,38
Italy,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,25
Italy,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,29
Italy,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,46
Italy,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,30
Italy,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,31
Italy,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,39
Italy,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,24
Italy,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,38
Italy,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,38
Lithuania,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,25
Lithuania,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,16
Lithuania,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,58
Lithuania,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,40
Lithuania,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,17
Lithuania,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,43
Lithuania,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,32
Lithuania,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,7
Lithuania,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,61
Lithuania,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,46
Lithuania,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,12
Lithuania,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,42
Lithuania,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,32
Lithuania,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,25
Lithuania,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,42
Luxembourg,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,20
Luxembourg,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,16
